invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I959842,C983525,Female,38,Food & Beverage,1,5.23,Cash,9/3/2022,Metrocity
I181242,C316869,Female,37,Food & Beverage,2,10.46,Cash,6/9/2021,Metrocity
I949461,C261235,Male,20,Cosmetics,5,203.3,Credit Card,21/05/2022,Zorlu Center
I913663,C131095,Male,46,Technology,4,4200,Cash,3/4/2022,Metrocity
I646069,C203901,Female,65,Clothing,4,1200.32,Credit Card,31/08/2022,Zorlu Center
I884850,C512833,Female,23,Food & Beverage,1,5.23,Cash,26/08/2022,Istinye Park
I696127,C338546,Male,47,Cosmetics,5,203.3,Cash,15/02/2023,Forum Istanbul
I599881,C803221,Female,38,Food & Beverage,4,20.92,Cash,19/01/2021,Kanyon
I411070,C735771,Male,67,Cosmetics,3,121.98,Cash,2/2/2023,Mall of Istanbul
I118787,C177699,Female,22,Toys,2,71.68,Credit Card,25/09/2022,Kanyon
I173715,C565830,Female,22,Clothing,4,1200.32,Credit Card,19/12/2022,Mall of Istanbul
I215220,C398320,Male,48,Books,5,75.75,Credit Card,6/12/2022,Mall of Istanbul
I217097,C293120,Female,48,Clothing,1,300.08,Credit Card,19/07/2021,Mall of Istanbul
I325616,C224427,Female,63,Clothing,5,1500.4,Credit Card,12/8/2021,Emaar Square Mall
I123652,C129016,Male,20,Shoes,5,3000.85,Cash,17/08/2022,Kanyon
I107355,C273650,Female,34,Souvenir,2,23.46,Cash,14/04/2021,Kanyon
I312669,C209920,Female,43,Clothing,3,900.24,Debit Card,7/12/2022,Mall of Istanbul
I143655,C204904,Female,68,Technology,1,1050,Credit Card,19/05/2022,Metrocity
I288407,C171791,Male,59,Toys,3,107.52,Cash,7/8/2021,Metrocity
I240147,C522925,Female,37,Toys,1,35.84,Credit Card,27/11/2022,Zorlu Center
I158964,C258752,Male,22,Clothing,2,600.16,Cash,26/01/2023,Zorlu Center
I105617,C296235,Female,64,Clothing,2,600.16,Credit Card,24/02/2021,Metrocity
I129339,C270888,Female,53,Souvenir,3,35.19,Cash,29/11/2022,Mall of Istanbul
I146178,C674322,Female,64,Food & Beverage,5,26.15,Credit Card,9/1/2021,Mall of Istanbul
I234129,C340024,Male,55,Clothing,5,1500.4,Debit Card,5/11/2021,Mall of Istanbul
I285194,C133807,Female,33,Cosmetics,1,40.66,Cash,16/11/2021,Metrocity
I118132,C166276,Female,39,Toys,3,107.52,Cash,12/9/2022,Metrocity
I321047,C142616,Female,28,Clothing,2,600.16,Cash,9/1/2021,Metrocity
I193177,C188077,Female,27,Shoes,1,600.17,Credit Card,2/11/2021,Kanyon
I140500,C281458,Female,22,Souvenir,5,58.65,Cash,16/10/2021,Zorlu Center
I153380,C121875,Female,57,Food & Beverage,2,10.46,Cash,12/7/2022,Mall of Istanbul
I243065,C901598,Male,47,Clothing,2,600.16,Credit Card,14/10/2022,Kanyon
I260302,C566756,Female,56,Souvenir,1,11.73,Cash,18/09/2021,Emaar Square Mall
I295628,C249288,Female,55,Food & Beverage,1,5.23,Credit Card,31/03/2022,Viaport Outlet
I960441,C276633,Male,43,Clothing,2,600.16,Credit Card,2/9/2022,Viaport Outlet
I146425,C301224,Female,20,Technology,2,2100,Credit Card,2/10/2021,Mall of Istanbul
I518164,C230690,Female,23,Souvenir,4,46.92,Cash,7/8/2022,Metropol AVM
I215080,C202613,Female,29,Toys,5,179.2,Credit Card,21/04/2022,Metropol AVM
I727198,C706299,Female,24,Clothing,1,300.08,Cash,28/11/2022,Kanyon
I179509,C177984,Female,64,Clothing,5,1500.4,Cash,19/06/2021,Mall of Istanbul
I147824,C172789,Male,63,Shoes,4,2400.68,Credit Card,31/05/2021,Mall of Istanbul
I189899,C683703,Female,51,Food & Beverage,4,20.92,Credit Card,30/06/2021,Emaar Square Mall
I225605,C876808,Female,40,Cosmetics,1,40.66,Cash,3/8/2022,Emaar Square Mall
I353692,C173875,Female,43,Clothing,1,300.08,Credit Card,21/07/2021,Metrocity
I317002,C624526,Female,39,Toys,3,107.52,Cash,29/10/2022,Metrocity
I129573,C259923,Male,29,Toys,3,107.52,Cash,9/6/2022,Metropol AVM
I146191,C234340,Male,56,Cosmetics,4,162.64,Cash,30/08/2021,Istinye Park
I101915,C112646,Male,42,Clothing,1,300.08,Credit Card,22/09/2022,Kanyon
I199597,C869808,Male,45,Books,4,60.6,Credit Card,17/12/2021,Zorlu Center
I283683,C156693,Female,41,Clothing,5,1500.4,Debit Card,22/09/2022,Metrocity
I449904,C112319,Female,52,Clothing,5,1500.4,Cash,4/2/2023,Metrocity
I942568,C166526,Female,40,Clothing,4,1200.32,Credit Card,23/12/2021,Zorlu Center
I267635,C180666,Female,37,Clothing,5,1500.4,Cash,25/07/2022,Mall of Istanbul
I605523,C940328,Female,20,Technology,5,5250,Cash,21/05/2022,Mall of Istanbul
I199498,C338195,Female,46,Souvenir,3,35.19,Cash,27/09/2022,Emaar Square Mall
I665707,C483882,Male,23,Technology,3,3150,Credit Card,8/8/2022,Istinye Park
I236388,C285770,Male,21,Food & Beverage,5,26.15,Debit Card,13/03/2022,Metrocity
I218391,C144084,Female,61,Cosmetics,3,121.98,Credit Card,9/9/2021,Istinye Park
I301747,C296875,Female,68,Cosmetics,3,121.98,Cash,7/10/2021,Metrocity
I285020,C169633,Male,69,Technology,4,4200,Cash,23/06/2022,Kanyon
I128552,C174158,Male,35,Food & Beverage,4,20.92,Credit Card,4/11/2022,Metrocity
I330453,C583484,Male,53,Shoes,3,1800.51,Credit Card,24/07/2022,Zorlu Center
I265520,C383155,Male,21,Toys,5,179.2,Debit Card,28/02/2023,Kanyon
I313718,C584971,Male,56,Toys,4,143.36,Cash,26/04/2021,Metropol AVM
I264094,C270095,Female,21,Technology,1,1050,Cash,27/05/2022,Metropol AVM
I209208,C475407,Male,47,Clothing,1,300.08,Cash,24/12/2022,Mall of Istanbul
I118569,C249650,Female,31,Food & Beverage,4,20.92,Credit Card,11/5/2022,Istinye Park
I111269,C116570,Female,50,Shoes,4,2400.68,Cash,23/05/2021,Viaport Outlet
I305308,C412615,Female,64,Food & Beverage,4,20.92,Debit Card,4/7/2022,Mall of Istanbul
I366531,C110111,Female,57,Cosmetics,5,203.3,Credit Card,1/1/2022,Zorlu Center
I280012,C110238,Female,56,Toys,3,107.52,Credit Card,24/02/2023,Mall of Istanbul
I164255,C148590,Female,23,Toys,2,71.68,Debit Card,30/12/2021,Kanyon
I260482,C142850,Female,60,Food & Beverage,4,20.92,Cash,27/05/2022,Metrocity
I115104,C305562,Female,68,Cosmetics,1,40.66,Credit Card,8/6/2021,Metropol AVM
I950500,C198241,Female,44,Clothing,5,1500.4,Cash,8/3/2022,Kanyon
I253416,C507398,Female,34,Food & Beverage,1,5.23,Cash,5/8/2022,Kanyon
I163687,C489733,Female,48,Toys,5,179.2,Cash,6/1/2022,Cevahir AVM
I141566,C174855,Female,44,Books,5,75.75,Cash,10/4/2021,Mall of Istanbul
I146289,C220980,Female,55,Souvenir,4,46.92,Cash,15/08/2022,Zorlu Center
I226226,C444785,Female,64,Clothing,1,300.08,Credit Card,12/6/2022,Forum Istanbul
I531598,C129347,Male,58,Clothing,2,600.16,Cash,9/11/2021,Istinye Park
I232532,C207920,Male,44,Food & Beverage,1,5.23,Cash,1/4/2021,Istinye Park
I255562,C151316,Male,38,Clothing,2,600.16,Cash,23/11/2021,Viaport Outlet
I922190,C332073,Female,69,Food & Beverage,5,26.15,Debit Card,12/4/2022,Metrocity
I320873,C204875,Female,43,Souvenir,3,35.19,Credit Card,10/10/2022,Istinye Park
I230123,C137458,Male,35,Souvenir,5,58.65,Credit Card,15/06/2022,Kanyon
I218870,C206272,Male,63,Books,1,15.15,Credit Card,16/08/2021,Kanyon
I162417,C563661,Male,39,Food & Beverage,4,20.92,Cash,22/04/2022,Mall of Istanbul
I229772,C308838,Female,61,Cosmetics,1,40.66,Debit Card,3/5/2021,Metrocity
I303876,C171024,Female,55,Clothing,5,1500.4,Debit Card,24/12/2022,Metropol AVM
I133856,C255635,Female,29,Food & Beverage,3,15.69,Cash,30/09/2021,Istinye Park
I645152,C277381,Male,32,Clothing,2,600.16,Debit Card,25/07/2022,Metrocity
I151217,C236639,Female,66,Food & Beverage,2,10.46,Credit Card,20/03/2021,Metropol AVM
I937134,C949868,Male,30,Souvenir,2,23.46,Cash,13/10/2021,Mall of Istanbul
I179077,C245944,Female,68,Clothing,3,900.24,Cash,14/11/2022,Kanyon
I800962,C783830,Female,23,Shoes,3,1800.51,Credit Card,3/9/2021,Mall of Istanbul
I196505,C463640,Female,40,Technology,3,3150,Cash,29/09/2021,Kanyon
I607378,C791296,Female,53,Shoes,5,3000.85,Cash,9/6/2022,Kanyon
I119466,C220908,Female,24,Toys,4,143.36,Debit Card,16/01/2022,Metrocity
I328696,C312196,Male,51,Toys,5,179.2,Credit Card,4/5/2022,Kanyon
I261857,C771720,Female,18,Clothing,5,1500.4,Cash,8/7/2022,Viaport Outlet
I234303,C901260,Male,20,Clothing,1,300.08,Cash,28/01/2022,Zorlu Center
I367825,C328029,Female,61,Toys,2,71.68,Cash,4/4/2022,Mall of Istanbul
I315573,C168117,Female,21,Clothing,3,900.24,Credit Card,13/07/2022,Emaar Square Mall
I287929,C140744,Male,27,Cosmetics,5,203.3,Credit Card,30/08/2021,Metrocity
I576454,C918832,Female,47,Toys,5,179.2,Cash,22/03/2021,Cevahir AVM
I536205,C136669,Female,38,Shoes,5,3000.85,Debit Card,16/08/2021,Istinye Park
I255174,C104184,Female,54,Cosmetics,3,121.98,Debit Card,18/09/2022,Kanyon
I152125,C171204,Male,50,Technology,1,1050,Credit Card,22/06/2021,Metrocity
I108914,C117913,Female,68,Souvenir,4,46.92,Credit Card,2/5/2022,Mall of Istanbul
I182336,C401681,Female,18,Food & Beverage,4,20.92,Credit Card,18/02/2021,Istinye Park
I420505,C320622,Female,62,Shoes,2,1200.34,Cash,27/03/2021,Kanyon
I326311,C199555,Male,48,Clothing,4,1200.32,Debit Card,6/8/2021,Emaar Square Mall
I377654,C313142,Female,66,Clothing,4,1200.32,Debit Card,11/4/2022,Metrocity
I223518,C280068,Male,32,Food & Beverage,1,5.23,Cash,23/02/2022,Emaar Square Mall
I680150,C330528,Male,36,Technology,3,3150,Cash,19/09/2021,Kanyon
I165414,C761127,Male,59,Clothing,3,900.24,Credit Card,23/03/2022,Kanyon
I524267,C305598,Female,67,Food & Beverage,3,15.69,Debit Card,12/10/2022,Emaar Square Mall
I127972,C221038,Male,55,Clothing,2,600.16,Cash,2/1/2023,Cevahir AVM
I246111,C118572,Male,40,Souvenir,5,58.65,Cash,6/8/2021,Istinye Park
I197303,C110309,Male,26,Books,5,75.75,Credit Card,15/10/2022,Kanyon
I236117,C215120,Female,54,Shoes,1,600.17,Credit Card,22/02/2021,Metrocity
I222434,C205712,Female,30,Cosmetics,5,203.3,Credit Card,4/2/2023,Mall of Istanbul
I279105,C398226,Male,30,Clothing,2,600.16,Cash,24/08/2022,Kanyon
I641958,C158054,Female,27,Food & Beverage,2,10.46,Debit Card,24/02/2021,Kanyon
I185180,C261283,Female,46,Souvenir,4,46.92,Cash,6/12/2022,Metropol AVM
I128066,C182657,Female,60,Toys,5,179.2,Cash,13/08/2022,Kanyon
I117974,C317573,Female,50,Food & Beverage,1,5.23,Cash,21/11/2022,Kanyon
I275812,C127304,Male,42,Souvenir,5,58.65,Cash,20/06/2021,Cevahir AVM
I293193,C310356,Female,29,Clothing,2,600.16,Cash,17/12/2021,Forum Istanbul
I634904,C400930,Male,53,Books,4,60.6,Debit Card,3/1/2023,Kanyon
I191778,C293777,Male,28,Clothing,2,600.16,Cash,14/04/2022,Mall of Istanbul
I263659,C102061,Male,48,Food & Beverage,5,26.15,Cash,1/10/2021,Mall of Istanbul
I279652,C890669,Male,37,Food & Beverage,5,26.15,Debit Card,16/04/2022,Zorlu Center
I127194,C204680,Female,51,Toys,5,179.2,Credit Card,27/02/2022,Istinye Park
I156307,C206262,Female,41,Cosmetics,4,162.64,Cash,17/02/2021,Metropol AVM
I337352,C572315,Female,47,Clothing,1,300.08,Cash,12/11/2022,Istinye Park
I233076,C216607,Male,47,Clothing,2,600.16,Debit Card,2/2/2021,Zorlu Center
I657508,C370455,Male,22,Cosmetics,2,81.32,Cash,5/4/2022,Mall of Istanbul
I204951,C634077,Female,36,Souvenir,3,35.19,Credit Card,18/01/2021,Istinye Park
I216168,C193962,Female,30,Food & Beverage,2,10.46,Cash,7/3/2022,Metropol AVM
I241792,C185031,Male,55,Souvenir,5,58.65,Debit Card,19/12/2021,Istinye Park
I116884,C628700,Male,53,Cosmetics,5,203.3,Cash,4/5/2022,Kanyon
I238193,C335693,Female,36,Cosmetics,2,81.32,Credit Card,14/07/2021,Emaar Square Mall
I822257,C214832,Female,69,Clothing,2,600.16,Debit Card,17/04/2022,Emaar Square Mall
I267111,C202452,Male,60,Toys,5,179.2,Cash,26/02/2021,Mall of Istanbul
I136882,C253089,Male,56,Clothing,3,900.24,Cash,3/12/2022,Mall of Istanbul
I580253,C283950,Female,32,Clothing,5,1500.4,Credit Card,11/10/2021,Mall of Istanbul
I203059,C190557,Female,29,Clothing,4,1200.32,Cash,23/05/2022,Kanyon
I177511,C917809,Male,28,Food & Beverage,5,26.15,Credit Card,13/09/2022,Mall of Istanbul
I287914,C569729,Male,47,Souvenir,4,46.92,Cash,5/1/2021,Mall of Istanbul
I324313,C217459,Male,43,Cosmetics,3,121.98,Credit Card,19/11/2021,Forum Istanbul
I309109,C223592,Female,22,Toys,1,35.84,Debit Card,23/10/2022,Mall of Istanbul
I315965,C862188,Female,42,Clothing,3,900.24,Credit Card,12/10/2021,Mall of Istanbul
I207327,C302407,Female,29,Clothing,1,300.08,Debit Card,5/4/2022,Mall of Istanbul
I130225,C105864,Female,43,Technology,1,1050,Cash,23/08/2021,Mall of Istanbul
I847719,C107188,Male,39,Books,2,30.3,Credit Card,20/05/2021,Zorlu Center
I111599,C117800,Female,64,Clothing,4,1200.32,Debit Card,6/3/2023,Mall of Istanbul
I140051,C286808,Male,53,Toys,5,179.2,Credit Card,23/02/2023,Kanyon
I323692,C104815,Male,47,Toys,4,143.36,Cash,13/11/2021,Mall of Istanbul
I335366,C252556,Male,58,Clothing,5,1500.4,Debit Card,1/12/2021,Kanyon
I253439,C584152,Male,67,Technology,4,4200,Cash,14/06/2021,Mall of Istanbul
I115808,C554216,Male,51,Clothing,4,1200.32,Cash,3/8/2022,Kanyon
I851501,C335886,Female,44,Books,2,30.3,Cash,26/12/2022,Metrocity
I376032,C173794,Female,34,Clothing,3,900.24,Credit Card,13/06/2022,Mall of Istanbul
I182885,C470976,Male,68,Clothing,4,1200.32,Debit Card,18/12/2022,Cevahir AVM
I343329,C273076,Female,56,Cosmetics,5,203.3,Debit Card,9/3/2021,Mall of Istanbul
I226293,C429460,Female,45,Souvenir,4,46.92,Credit Card,9/6/2021,Cevahir AVM
I290821,C303503,Female,23,Food & Beverage,1,5.23,Debit Card,3/5/2022,Kanyon
I455250,C335335,Male,51,Technology,3,3150,Credit Card,23/07/2021,Forum Istanbul
I193768,C309266,Female,49,Food & Beverage,3,15.69,Credit Card,11/7/2021,Mall of Istanbul
I263970,C176666,Female,22,Clothing,5,1500.4,Cash,8/11/2022,Metropol AVM
I194732,C174412,Male,61,Souvenir,3,35.19,Credit Card,20/11/2022,Mall of Istanbul
I144883,C520062,Female,30,Clothing,3,900.24,Credit Card,21/04/2022,Mall of Istanbul
I228144,C128500,Male,29,Food & Beverage,5,26.15,Credit Card,30/06/2022,Kanyon
I299733,C309463,Male,48,Clothing,1,300.08,Credit Card,7/3/2021,Zorlu Center
I266392,C247629,Female,18,Cosmetics,3,121.98,Cash,16/12/2022,Forum Istanbul
I224157,C551975,Female,46,Cosmetics,3,121.98,Cash,22/03/2022,Cevahir AVM
I219861,C190720,Female,47,Shoes,3,1800.51,Credit Card,3/4/2022,Mall of Istanbul
I920933,C146540,Female,49,Clothing,5,1500.4,Debit Card,23/02/2023,Mall of Istanbul
I237216,C678564,Female,51,Clothing,4,1200.32,Debit Card,6/4/2022,Emaar Square Mall
I247465,C181330,Female,45,Clothing,5,1500.4,Debit Card,6/2/2021,Istinye Park
I697868,C712521,Male,44,Clothing,3,900.24,Cash,6/1/2022,Viaport Outlet
I203264,C104052,Female,19,Clothing,1,300.08,Credit Card,10/10/2021,Mall of Istanbul
I325869,C203673,Male,23,Cosmetics,3,121.98,Cash,12/11/2021,Mall of Istanbul
I150831,C219140,Female,68,Clothing,5,1500.4,Cash,13/07/2021,Metrocity
I287342,C406746,Male,42,Technology,1,1050,Credit Card,5/9/2022,Mall of Istanbul
I277155,C231992,Male,29,Cosmetics,5,203.3,Credit Card,1/7/2021,Metrocity
I134992,C821242,Female,18,Toys,1,35.84,Credit Card,28/02/2023,Kanyon
I261394,C221638,Male,67,Shoes,4,2400.68,Debit Card,16/01/2023,Istinye Park
I242294,C382453,Male,59,Clothing,2,600.16,Cash,12/10/2021,Metrocity
I128124,C482920,Female,26,Clothing,3,900.24,Cash,3/10/2022,Zorlu Center
I591962,C238010,Female,24,Clothing,3,900.24,Cash,27/02/2021,Metrocity
I876512,C100840,Female,40,Clothing,4,1200.32,Debit Card,4/12/2021,Mall of Istanbul
I216755,C108785,Female,61,Books,2,30.3,Credit Card,4/10/2022,Kanyon
I185025,C102708,Female,54,Toys,4,143.36,Credit Card,18/02/2022,Metropol AVM
I178679,C383927,Female,47,Clothing,3,900.24,Cash,7/2/2022,Kanyon
I332632,C243467,Male,39,Toys,1,35.84,Cash,5/6/2021,Viaport Outlet
I988026,C881349,Female,35,Clothing,3,900.24,Cash,17/05/2021,Emaar Square Mall
I778623,C102213,Male,69,Toys,3,107.52,Cash,12/8/2022,Mall of Istanbul
I218354,C295716,Female,51,Cosmetics,5,203.3,Cash,22/12/2021,Kanyon
I826383,C247530,Female,29,Shoes,4,2400.68,Cash,23/09/2022,Zorlu Center
I138780,C184272,Female,66,Clothing,4,1200.32,Credit Card,27/03/2021,Istinye Park
I495339,C299820,Female,21,Technology,2,2100,Cash,29/12/2021,Kanyon
I114425,C162502,Female,46,Books,2,30.3,Cash,28/07/2022,Mall of Istanbul
I196818,C295457,Male,46,Food & Beverage,1,5.23,Cash,27/02/2021,Emaar Square Mall
I537864,C218328,Male,32,Food & Beverage,5,26.15,Cash,20/05/2021,Metropol AVM
I445521,C243890,Male,66,Clothing,2,600.16,Cash,11/6/2021,Kanyon
I232028,C143018,Female,27,Clothing,5,1500.4,Credit Card,27/01/2022,Zorlu Center
I303147,C241315,Female,35,Clothing,3,900.24,Debit Card,24/08/2022,Viaport Outlet
I247593,C687951,Female,62,Souvenir,4,46.92,Cash,31/01/2022,Metrocity
I132136,C223560,Male,51,Shoes,3,1800.51,Debit Card,12/7/2022,Istinye Park
I691809,C339199,Female,62,Technology,1,1050,Cash,23/08/2022,Forum Istanbul
I896617,C786429,Female,59,Food & Beverage,1,5.23,Cash,25/09/2022,Istinye Park
I101418,C127683,Female,50,Clothing,3,900.24,Credit Card,27/02/2021,Emaar Square Mall
I143906,C447048,Female,65,Shoes,4,2400.68,Credit Card,27/05/2021,Mall of Istanbul
I302022,C730548,Female,36,Cosmetics,1,40.66,Cash,19/10/2021,Istinye Park
I175032,C131029,Male,20,Clothing,3,900.24,Debit Card,18/05/2021,Metrocity
I234756,C321121,Female,38,Toys,2,71.68,Cash,8/2/2023,Forum Istanbul
I110252,C188204,Female,61,Clothing,5,1500.4,Cash,14/01/2021,Istinye Park
I623059,C826241,Female,43,Clothing,5,1500.4,Credit Card,19/01/2021,Metrocity
I125975,C255841,Female,27,Clothing,1,300.08,Cash,21/04/2022,Zorlu Center
I614932,C204460,Male,19,Toys,3,107.52,Credit Card,7/6/2022,Metropol AVM
I817811,C199284,Female,48,Shoes,4,2400.68,Cash,20/02/2021,Mall of Istanbul
I225456,C140011,Male,24,Clothing,2,600.16,Credit Card,25/12/2021,Kanyon
I224288,C257855,Male,34,Books,2,30.3,Credit Card,13/08/2022,Metrocity
I322528,C330541,Male,25,Clothing,4,1200.32,Credit Card,16/01/2021,Metrocity
I105595,C150785,Female,36,Souvenir,2,23.46,Credit Card,3/4/2022,Mall of Istanbul
I638751,C116690,Male,21,Shoes,5,3000.85,Cash,14/11/2022,Mall of Istanbul
I222385,C187479,Female,66,Food & Beverage,1,5.23,Credit Card,3/3/2022,Viaport Outlet
I278712,C152685,Male,29,Shoes,2,1200.34,Debit Card,13/04/2022,Emaar Square Mall
I234830,C977646,Female,29,Clothing,1,300.08,Cash,31/10/2021,Kanyon
I222025,C396339,Male,30,Technology,3,3150,Credit Card,14/03/2022,Mall of Istanbul
I972245,C269627,Female,39,Food & Beverage,5,26.15,Credit Card,5/1/2021,Cevahir AVM
I111903,C184012,Female,52,Technology,5,5250,Credit Card,22/07/2021,Viaport Outlet
I211937,C215297,Female,48,Clothing,4,1200.32,Credit Card,9/1/2021,Istinye Park
I896899,C773840,Male,33,Clothing,3,900.24,Credit Card,21/06/2022,Cevahir AVM
I284282,C822515,Female,69,Clothing,2,600.16,Cash,10/7/2022,Mall of Istanbul
I274176,C294805,Female,45,Cosmetics,1,40.66,Credit Card,6/10/2021,Forum Istanbul
I196326,C110469,Female,49,Books,5,75.75,Credit Card,28/02/2021,Metropol AVM
I184243,C473844,Female,44,Shoes,4,2400.68,Credit Card,27/02/2021,Mall of Istanbul
I129713,C234936,Male,30,Shoes,2,1200.34,Debit Card,19/07/2021,Istinye Park
I739733,C404549,Female,23,Toys,3,107.52,Debit Card,12/11/2021,Cevahir AVM
I766407,C305833,Female,27,Clothing,3,900.24,Debit Card,17/06/2022,Metrocity
I234629,C337739,Female,50,Toys,3,107.52,Credit Card,25/04/2022,Kanyon
I538642,C206450,Female,20,Shoes,3,1800.51,Cash,5/4/2022,Zorlu Center
I284695,C213618,Male,64,Food & Beverage,4,20.92,Credit Card,4/11/2022,Mall of Istanbul
I655055,C243289,Male,55,Clothing,4,1200.32,Credit Card,11/1/2022,Metropol AVM
I187469,C106397,Male,47,Toys,3,107.52,Cash,8/12/2021,Mall of Istanbul
I266674,C191255,Male,52,Cosmetics,5,203.3,Debit Card,21/12/2021,Mall of Istanbul
I184602,C308884,Female,29,Shoes,2,1200.34,Cash,22/06/2021,Kanyon
I244629,C151278,Male,69,Books,3,45.45,Cash,8/2/2023,Mall of Istanbul
I201409,C109621,Female,69,Clothing,3,900.24,Debit Card,13/09/2021,Istinye Park
I251089,C587808,Male,50,Technology,1,1050,Debit Card,3/5/2021,Kanyon
I214757,C596385,Female,52,Shoes,2,1200.34,Cash,23/02/2021,Viaport Outlet
I813398,C165510,Female,66,Toys,5,179.2,Cash,15/10/2021,Mall of Istanbul
I209539,C210517,Female,68,Clothing,1,300.08,Debit Card,23/05/2021,Metrocity
I167556,C276667,Female,68,Clothing,5,1500.4,Cash,16/01/2023,Metropol AVM
I167552,C224555,Female,35,Shoes,1,600.17,Debit Card,23/03/2021,Kanyon
I119326,C276152,Female,57,Clothing,2,600.16,Cash,8/1/2021,Cevahir AVM
I226140,C250477,Female,22,Books,3,45.45,Cash,14/02/2023,Mall of Istanbul
I138430,C336003,Female,57,Shoes,2,1200.34,Cash,17/11/2021,Metrocity
I319231,C155843,Female,62,Books,5,75.75,Credit Card,8/11/2022,Istinye Park
I287978,C260762,Female,59,Clothing,5,1500.4,Cash,9/2/2023,Zorlu Center
I155861,C204431,Female,34,Technology,3,3150,Credit Card,19/06/2022,Emaar Square Mall
I259180,C847502,Male,44,Clothing,5,1500.4,Cash,14/12/2022,Mall of Istanbul
I265747,C832637,Male,52,Clothing,5,1500.4,Cash,4/3/2021,Mall of Istanbul
I108083,C186129,Female,30,Clothing,5,1500.4,Credit Card,7/7/2021,Mall of Istanbul
I284608,C184192,Female,42,Clothing,1,300.08,Cash,27/11/2021,Metropol AVM
I340110,C229229,Male,24,Toys,2,71.68,Cash,23/08/2022,Kanyon
I328851,C274424,Female,42,Clothing,2,600.16,Cash,7/12/2021,Mall of Istanbul
I644677,C198854,Male,24,Clothing,5,1500.4,Cash,15/12/2022,Metropol AVM
I238292,C109904,Male,29,Toys,5,179.2,Cash,3/5/2021,Kanyon
I203469,C890744,Female,26,Toys,1,35.84,Credit Card,29/10/2022,Mall of Istanbul
I337642,C288387,Female,61,Clothing,2,600.16,Cash,3/10/2021,Mall of Istanbul
I319407,C230431,Male,34,Cosmetics,3,121.98,Credit Card,25/08/2021,Metropol AVM
I242795,C169617,Female,50,Clothing,5,1500.4,Cash,9/8/2022,Kanyon
I351429,C410259,Male,18,Books,1,15.15,Credit Card,24/12/2022,Istinye Park
I992011,C125322,Male,55,Books,3,45.45,Credit Card,24/07/2022,Mall of Istanbul
I103482,C152459,Female,62,Clothing,1,300.08,Cash,17/09/2022,Mall of Istanbul
I373992,C127037,Female,25,Clothing,3,900.24,Cash,8/9/2022,Cevahir AVM
I253633,C153836,Male,49,Cosmetics,1,40.66,Credit Card,19/03/2022,Cevahir AVM
I184355,C160045,Female,69,Shoes,2,1200.34,Debit Card,5/4/2022,Kanyon
I208451,C286129,Female,28,Clothing,2,600.16,Cash,13/12/2022,Metrocity
I546409,C229790,Female,37,Cosmetics,4,162.64,Credit Card,7/1/2023,Metropol AVM
I405490,C312876,Female,63,Clothing,4,1200.32,Credit Card,28/06/2021,Kanyon
I409860,C646019,Male,62,Books,2,30.3,Cash,23/06/2021,Mall of Istanbul
I304586,C437252,Female,44,Cosmetics,2,81.32,Cash,24/09/2022,Viaport Outlet
I154710,C845860,Male,47,Souvenir,4,46.92,Credit Card,21/06/2022,Cevahir AVM
I238763,C338821,Male,61,Books,1,15.15,Cash,11/8/2022,Metropol AVM
I578953,C157391,Female,61,Shoes,2,1200.34,Debit Card,3/2/2021,Zorlu Center
I291000,C190227,Female,38,Shoes,3,1800.51,Credit Card,10/10/2021,Metrocity
I247832,C291224,Female,34,Souvenir,4,46.92,Debit Card,13/07/2022,Metropol AVM
I314374,C312788,Female,41,Food & Beverage,1,5.23,Credit Card,5/6/2021,Metropol AVM
I259421,C334165,Male,47,Clothing,1,300.08,Cash,6/11/2022,Viaport Outlet
I190702,C328137,Male,59,Technology,5,5250,Debit Card,12/7/2021,Mall of Istanbul
I110697,C154843,Female,47,Books,1,15.15,Cash,24/02/2021,Mall of Istanbul
I202916,C122797,Female,57,Clothing,3,900.24,Cash,10/1/2023,Mall of Istanbul
I219276,C339094,Male,54,Clothing,3,900.24,Credit Card,20/10/2022,Metrocity
I190392,C174969,Female,36,Clothing,4,1200.32,Cash,3/1/2021,Metropol AVM
I461918,C265458,Female,21,Food & Beverage,4,20.92,Credit Card,12/2/2023,Kanyon
I288124,C241511,Male,47,Clothing,1,300.08,Credit Card,12/12/2021,Kanyon
I333796,C627305,Male,25,Clothing,4,1200.32,Credit Card,10/4/2021,Mall of Istanbul
I197914,C731238,Female,59,Toys,2,71.68,Cash,19/02/2021,Istinye Park
I242749,C198008,Male,18,Clothing,5,1500.4,Debit Card,12/4/2022,Mall of Istanbul
I264194,C235480,Male,69,Cosmetics,1,40.66,Cash,23/10/2022,Metrocity
I172370,C733941,Female,23,Clothing,5,1500.4,Cash,3/9/2021,Istinye Park
I928997,C130768,Female,35,Toys,3,107.52,Credit Card,11/10/2021,Zorlu Center
I200122,C104426,Female,60,Clothing,3,900.24,Credit Card,10/4/2021,Metropol AVM
I120064,C184368,Female,40,Cosmetics,1,40.66,Debit Card,16/01/2021,Viaport Outlet
I250138,C283847,Female,42,Food & Beverage,4,20.92,Credit Card,15/09/2022,Zorlu Center
I555678,C121938,Female,64,Clothing,4,1200.32,Cash,22/05/2022,Kanyon
I736920,C166758,Female,39,Shoes,5,3000.85,Credit Card,13/08/2022,Metrocity
