customer_id,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_sum,segment,churn_risk,priority_score
C336693,772,1,130.75,1,4,2,7,At Risk,high,37.5
C336701,66,1,162.64,5,4,2,11,Potential,low,67.5
C336707,40,1,5401.53,5,4,5,14,Champions,low,90
C336733,697,1,130.75,1,4,2,7,At Risk,high,37.5
C336783,603,1,143.36,2,4,2,8,At Risk,high,45
C336982,790,1,26250,1,4,5,10,At Risk,high,60
C336993,535,1,2400.68,2,4,4,10,At Risk,high,60
C337111,96,1,1050,5,4,3,12,Loyal,medium,75
C337115,98,1,4801.28,5,4,4,13,Champions,medium,82.5
C337143,336,1,896,3,4,3,10,Loyal,high,60
C337281,33,1,130.75,5,4,2,11,Potential,low,67.5
C337337,76,1,5401.53,5,4,5,14,Champions,low,90
C337356,313,1,5.23,3,4,1,8,Potential,high,45
C337371,156,1,2700.72,5,4,4,13,Champions,medium,82.5
C337478,745,1,130.75,1,4,2,7,At Risk,high,37.5
C337624,534,1,300.08,2,4,2,8,At Risk,high,45
C337730,239,1,322.56,4,4,3,11,Loyal,high,67.5
C337739,318,1,322.56,3,4,3,10,Loyal,high,60
C337971,213,1,1200.32,4,4,4,12,Champions,high,75
C337974,644,1,83.68,1,4,1,6,At Risk,high,30
C338026,63,1,7502,5,4,5,14,Champions,low,90
C338124,99,1,40.66,5,4,1,10,Potential,medium,60
C338195,163,1,105.57,4,4,2,10,Potential,medium,60
C338271,587,1,7502,2,4,5,11,At Risk,high,67.5
C338334,585,1,1200.32,2,4,4,10,At Risk,high,60
C338546,22,1,1016.5,5,4,3,12,Loyal,low,75
C338587,361,1,15004.25,3,4,5,12,Loyal,high,75
C338707,659,1,1016.5,1,4,3,8,At Risk,high,45
C338745,253,1,162.64,4,4,2,10,Potential,high,60
C338821,210,1,15.15,4,4,1,9,Potential,high,52.5
C338851,776,1,1200.32,1,4,4,9,At Risk,high,52.5
C338868,67,1,5.23,5,4,1,10,Potential,low,60
C339014,148,1,15.15,5,4,1,10,Potential,medium,60
C339094,140,1,2700.72,5,4,4,13,Champions,medium,82.5
C339199,198,1,1050,4,4,3,11,Loyal,high,67.5
C339354,328,1,896,3,4,3,10,Loyal,high,60
C339391,690,1,47.07,1,4,1,6,At Risk,high,30
C339414,470,1,4801.28,3,4,4,11,Loyal,high,67.5
C339459,564,1,5401.53,2,4,5,11,At Risk,high,67.5
C339604,706,1,20.92,1,4,1,6,At Risk,high,30
C339653,184,1,143.36,4,4,2,10,Potential,high,60
C339660,772,1,46.92,1,4,1,6,At Risk,high,30
C339683,596,1,2700.72,2,4,4,10,At Risk,high,60
C339702,276,1,4801.28,4,4,4,12,Champions,high,75
C339710,493,1,47.07,2,4,1,7,At Risk,high,37.5
C339730,189,1,26250,4,4,5,13,Champions,high,82.5
C339809,700,1,4801.28,1,4,4,9,At Risk,high,52.5
C339822,383,1,2400.68,3,4,4,11,Loyal,high,67.5
C339842,392,1,162.64,3,4,2,9,Potential,high,52.5
C340001,683,1,20.92,1,4,1,6,At Risk,high,30
C340009,22,1,300.08,5,4,2,11,Potential,low,67.5
C340024,489,1,7502,2,4,5,11,At Risk,high,67.5
C340116,605,1,47.07,2,4,1,7,At Risk,high,37.5
C340137,213,1,2400.68,4,4,4,12,Champions,high,75
C340204,781,1,322.56,1,4,3,8,At Risk,high,45
C341421,510,1,1016.5,2,4,3,9,At Risk,high,52.5
C341903,728,1,15.15,1,4,1,6,At Risk,high,30
C342147,350,1,573.44,3,4,3,10,Loyal,high,60
C343699,62,1,7502,5,4,5,14,Champions,low,90
C344090,576,1,300.08,2,4,2,8,At Risk,high,45
C344355,761,1,365.94,1,4,3,8,At Risk,high,45
C344628,675,1,300.08,1,4,2,7,At Risk,high,37.5
C345061,207,1,1200.32,4,4,4,12,Champions,high,75
C345353,667,1,600.17,1,4,3,8,At Risk,high,45
C346153,336,1,11.73,3,4,1,8,Potential,high,45
C347148,384,1,20.92,3,4,1,8,Potential,high,45
C347605,547,1,16800,2,4,5,11,At Risk,high,67.5
C348818,272,1,650.56,4,4,3,11,Loyal,high,67.5
C349247,423,1,136.35,3,4,2,9,Potential,high,52.5
C350486,121,1,365.94,5,4,3,12,Loyal,medium,75
C350520,214,1,896,4,4,3,11,Loyal,high,67.5
C350947,464,1,1016.5,3,4,3,10,Loyal,high,60
C351465,562,1,35.84,2,4,1,7,At Risk,high,37.5
C351961,177,1,5.23,4,4,1,9,Potential,medium,52.5
C351966,269,1,20.92,4,4,1,9,Potential,high,52.5
C352555,665,1,4801.28,1,4,4,9,At Risk,high,52.5
C352777,419,1,293.25,3,4,2,9,Potential,high,52.5
C356763,39,1,4801.28,5,4,4,13,Champions,low,82.5
C356928,608,1,130.75,2,4,2,8,At Risk,high,45
C356979,768,1,20.92,1,4,1,6,At Risk,high,30
C357119,351,1,40.66,3,4,1,8,Potential,high,45
C358699,377,1,130.75,3,4,2,9,Potential,high,52.5
C359112,704,1,143.36,1,4,2,7,At Risk,high,37.5
C359459,741,1,322.56,1,4,3,8,At Risk,high,45
C359984,681,1,365.94,1,4,3,8,At Risk,high,45
C361239,137,1,573.44,5,4,3,12,Loyal,medium,75
C361499,186,1,2700.72,4,4,4,12,Champions,high,75
C362334,675,1,130.75,1,4,2,7,At Risk,high,37.5
C363687,676,1,4801.28,1,4,4,9,At Risk,high,52.5
C363843,704,1,2700.72,1,4,4,9,At Risk,high,52.5
C363873,277,1,11.73,4,4,1,9,Potential,high,52.5
C364616,169,1,105.57,4,4,2,10,Potential,medium,60
C364824,608,1,1200.32,2,4,4,10,At Risk,high,60
C365133,373,1,105.57,3,4,2,9,Potential,high,52.5
C366100,704,1,9450,1,4,5,10,At Risk,high,60
C366129,444,1,600.17,3,4,3,10,Loyal,high,60
C367226,448,1,7502,3,4,5,12,Loyal,high,75
C367305,590,1,60.6,2,4,1,7,At Risk,high,37.5
C367741,634,1,7502,2,4,5,11,At Risk,high,67.5
C367810,267,1,300.08,4,4,2,10,Potential,high,60
C368327,92,1,365.94,5,4,3,12,Loyal,medium,75
C369727,166,1,40.66,4,4,1,9,Potential,medium,52.5
C369978,563,1,40.66,2,4,1,7,At Risk,high,37.5
C370083,10,1,1200.32,5,4,4,13,Champions,low,82.5
C370455,338,1,162.64,3,4,2,9,Potential,high,52.5
C371493,619,1,322.56,2,4,3,9,At Risk,high,52.5
C373206,360,1,9602.72,3,4,5,12,Loyal,high,75
C373629,304,1,1200.32,4,4,4,12,Champions,high,75
C374163,526,1,2700.72,2,4,4,10,At Risk,high,60
C374416,752,1,83.68,1,4,1,6,At Risk,high,30
C374461,78,1,1016.5,5,4,3,12,Loyal,low,75
C375304,648,1,322.56,1,4,3,8,At Risk,high,45
C375954,375,1,162.64,3,4,2,9,Potential,high,52.5
C376022,567,1,130.75,2,4,2,8,At Risk,high,45
C376042,552,1,2400.68,2,4,4,10,At Risk,high,60
C376219,162,1,4801.28,4,4,4,12,Champions,medium,75
C376514,4,1,130.75,5,4,2,11,Potential,low,67.5
C376907,732,1,1200.32,1,4,4,9,At Risk,high,52.5
C376952,584,1,1016.5,2,4,3,9,At Risk,high,52.5
C377944,240,1,35.84,4,4,1,9,Potential,high,52.5
C377984,726,1,896,1,4,3,8,At Risk,high,45
C379560,522,1,600.17,2,4,3,9,At Risk,high,52.5
C379693,332,1,2700.72,3,4,4,11,Loyal,high,67.5
C380708,772,1,300.08,1,4,2,7,At Risk,high,37.5
C381443,370,1,650.56,3,4,3,10,Loyal,high,60
C381771,621,1,130.75,2,4,2,8,At Risk,high,45
C382371,720,1,143.36,1,4,2,7,At Risk,high,37.5
C382453,513,1,1200.32,2,4,4,10,At Risk,high,60
C383155,9,1,896,5,4,3,12,Loyal,low,75
C383439,418,1,4801.28,3,4,4,11,Loyal,high,67.5
C383851,250,1,600.17,4,4,3,11,Loyal,high,67.5
C383927,395,1,2700.72,3,4,4,11,Loyal,high,67.5
C384254,777,1,1200.32,1,4,4,9,At Risk,high,52.5
C384370,531,1,573.44,2,4,3,9,At Risk,high,52.5
C384417,571,1,9602.72,2,4,5,11,At Risk,high,67.5
C384910,364,1,130.75,3,4,2,9,Potential,high,52.5
C385569,579,1,365.94,2,4,3,9,At Risk,high,52.5
C387635,735,1,322.56,1,4,3,8,At Risk,high,45
C387652,772,1,9450,1,4,5,10,At Risk,high,60
C387670,421,1,83.68,3,4,1,8,Potential,high,45
C388457,406,1,187.68,3,4,2,9,Potential,high,52.5
C388470,407,1,1016.5,3,4,3,10,Loyal,high,60
C390895,347,1,136.35,3,4,2,9,Potential,high,52.5
C392234,782,1,300.08,1,4,2,7,At Risk,high,37.5
C392473,594,1,242.4,2,4,2,8,At Risk,high,45
C392606,111,1,573.44,5,4,3,12,Loyal,medium,75
C392635,553,1,40.66,2,4,1,7,At Risk,high,37.5
C392816,281,1,5.23,4,4,1,9,Potential,high,52.5
C393058,106,1,4200,5,4,4,13,Champions,medium,82.5
C394159,247,1,5401.53,4,4,5,13,Champions,high,82.5
C394676,32,1,143.36,5,4,2,11,Potential,low,67.5
C395741,573,1,9602.72,2,4,5,11,At Risk,high,67.5
C395992,156,1,162.64,5,4,2,11,Potential,medium,67.5
C396339,360,1,9450,3,4,5,12,Loyal,high,75
C397154,289,1,1050,4,4,3,11,Loyal,high,67.5
C397230,708,1,47.07,1,4,1,6,At Risk,high,30
C398226,197,1,1200.32,4,4,4,12,Champions,high,75
C398320,93,1,378.75,5,4,3,12,Loyal,medium,75
C398345,335,1,5.23,3,4,1,8,Potential,high,45
C400520,656,1,15004.25,1,4,5,10,At Risk,high,60
C400591,628,1,242.4,2,4,2,8,At Risk,high,45
C400659,285,1,60.6,4,4,1,9,Potential,high,52.5
C400746,675,1,300.08,1,4,2,7,At Risk,high,37.5
C400930,65,1,242.4,5,4,2,11,Potential,low,67.5
C401394,700,1,322.56,1,4,3,8,At Risk,high,45
C401681,749,1,83.68,1,4,1,6,At Risk,high,30
C401927,86,1,7502,5,4,5,14,Champions,low,90
C402058,390,1,136.35,3,4,2,9,Potential,high,52.5
C403349,86,1,40.66,5,4,1,10,Potential,low,60
C403640,600,1,4801.28,2,4,4,10,At Risk,high,60
C404549,482,1,322.56,2,4,3,9,At Risk,high,52.5
C405148,683,1,7502,1,4,5,10,At Risk,high,60
C405158,366,1,1200.32,3,4,4,11,Loyal,high,67.5
C405354,697,1,293.25,1,4,2,7,At Risk,high,37.5
C405572,59,1,5.23,5,4,1,10,Potential,low,60
C405731,250,1,650.56,4,4,3,11,Loyal,high,67.5
C406017,318,1,573.44,3,4,3,10,Loyal,high,60
C406248,488,1,322.56,2,4,3,9,At Risk,high,52.5
C406746,185,1,1050,4,4,3,11,Loyal,high,67.5
C407679,587,1,650.56,2,4,3,9,At Risk,high,52.5
C408348,56,1,2400.68,5,4,4,13,Champions,low,82.5
C408548,91,1,2700.72,5,4,4,13,Champions,medium,82.5
C408801,655,1,7502,1,4,5,10,At Risk,high,60
C408927,735,1,1016.5,1,4,3,8,At Risk,high,45
C409502,627,1,46.92,2,4,1,7,At Risk,high,37.5
C409967,354,1,47.07,3,4,1,8,Potential,high,45
C410259,75,1,15.15,5,4,1,10,Potential,low,60
C410398,526,1,20.92,2,4,1,7,At Risk,high,37.5
C410652,682,1,5401.53,1,4,5,10,At Risk,high,60
C410748,718,1,2700.72,1,4,4,9,At Risk,high,52.5
C410940,777,1,300.08,1,4,2,7,At Risk,high,37.5
C411614,76,1,105.57,5,4,2,11,Potential,low,67.5
C412239,664,1,83.68,1,4,1,6,At Risk,high,30
C412615,248,1,83.68,4,4,1,9,Potential,high,52.5
C413192,25,1,20.92,5,4,1,10,Potential,low,60
C413234,680,1,2700.72,1,4,4,9,At Risk,high,52.5
C413305,97,1,5.23,5,4,1,10,Potential,medium,60
C413526,456,1,16800,3,4,5,12,Loyal,high,75
C413646,178,1,16800,4,4,5,13,Champions,medium,82.5
C414054,94,1,5401.53,5,4,5,14,Champions,medium,90
C416318,242,1,4801.28,4,4,4,12,Champions,high,75
C417240,618,1,46.92,2,4,1,7,At Risk,high,37.5
C418876,147,1,2700.72,5,4,4,13,Champions,medium,82.5
C418971,107,1,83.68,5,4,1,10,Potential,medium,60
C419636,774,1,300.08,1,4,2,7,At Risk,high,37.5
C420068,552,1,300.08,2,4,2,8,At Risk,high,45
C420349,103,1,365.94,5,4,3,12,Loyal,medium,75
C420359,31,1,7502,5,4,5,14,Champions,low,90
C420460,633,1,130.75,2,4,2,8,At Risk,high,45
C420679,221,1,573.44,4,4,3,11,Loyal,high,67.5
C421044,797,1,365.94,1,4,3,8,At Risk,high,45
C421190,148,1,15.15,5,4,1,10,Potential,medium,60
C422294,327,1,1200.32,3,4,4,11,Loyal,high,67.5
C423430,184,1,2400.68,4,4,4,12,Champions,high,75
C423776,651,1,40.66,1,4,1,6,At Risk,high,30
C424817,566,1,365.94,2,4,3,9,At Risk,high,52.5
C425168,438,1,15004.25,3,4,5,12,Loyal,high,75
C427369,670,1,2700.72,1,4,4,9,At Risk,high,52.5
C427657,429,1,20.92,3,4,1,8,Potential,high,45
C427750,174,1,1200.32,4,4,4,12,Champions,medium,75
C428460,47,1,7502,5,4,5,14,Champions,low,90
C428500,778,1,9450,1,4,5,10,At Risk,high,60
C429460,638,1,187.68,2,4,2,8,At Risk,high,45
C430223,69,1,35.84,5,4,1,10,Potential,low,60
C431279,634,1,650.56,2,4,3,9,At Risk,high,52.5
C432500,273,1,40.66,4,4,1,9,Potential,high,52.5
C433452,308,1,4200,4,4,4,12,Champions,high,75
C433673,291,1,40.66,4,4,1,9,Potential,high,52.5
C433698,389,1,16800,3,4,5,12,Loyal,high,75
C433818,690,1,300.08,1,4,2,7,At Risk,high,37.5
C434528,184,1,9602.72,4,4,5,13,Champions,high,82.5
C435888,533,1,600.17,2,4,3,9,At Risk,high,52.5
C435914,101,1,300.08,5,4,2,11,Potential,medium,67.5
C436002,186,1,4801.28,4,4,4,12,Champions,high,75
C436033,688,1,365.94,1,4,3,8,At Risk,high,45
C436672,99,1,7502,5,4,5,14,Champions,medium,90
C436690,291,1,365.94,4,4,3,11,Loyal,high,67.5
C437252,166,1,162.64,4,4,2,10,Potential,medium,60
C437931,449,1,11.73,3,4,1,8,Potential,high,45
C438157,560,1,322.56,2,4,3,9,At Risk,high,52.5
C438575,265,1,365.94,4,4,3,11,Loyal,high,67.5
C439437,45,1,1050,5,4,3,12,Loyal,low,75
C439546,192,1,896,4,4,3,11,Loyal,high,67.5
C440142,309,1,40.66,4,4,1,9,Potential,high,52.5
C440398,707,1,83.68,1,4,1,6,At Risk,high,30
C441017,510,1,5401.53,2,4,5,11,At Risk,high,67.5
C443265,194,1,7502,4,4,5,13,Champions,high,82.5
C443657,74,1,7502,5,4,5,14,Champions,low,90
C444465,7,1,5.23,5,4,1,10,Potential,low,60
C444785,270,1,300.08,4,4,2,10,Potential,high,60
C444933,47,1,573.44,5,4,3,12,Loyal,low,75
C445433,517,1,136.35,2,4,2,8,At Risk,high,45
C446366,163,1,83.68,4,4,1,9,Potential,medium,52.5
C446749,200,1,365.94,4,4,3,11,Loyal,high,67.5
C447048,651,1,9602.72,1,4,5,10,At Risk,high,60
C447099,472,1,4801.28,3,4,4,11,Loyal,high,67.5
C448362,284,1,1200.32,4,4,4,12,Champions,high,75
C448425,370,1,896,3,4,3,10,Loyal,high,60
C448474,480,1,293.25,2,4,2,8,At Risk,high,45
C449182,362,1,300.08,3,4,2,9,Potential,high,52.5
C450205,135,1,573.44,5,4,3,12,Loyal,medium,75
C451016,27,1,1200.32,5,4,4,13,Champions,low,82.5
C451139,270,1,650.56,4,4,3,11,Loyal,high,67.5
C451294,628,1,60.6,2,4,1,7,At Risk,high,37.5
C451828,657,1,46.92,1,4,1,6,At Risk,high,30
C451849,517,1,300.08,2,4,2,8,At Risk,high,45
C451915,788,1,15004.25,1,4,5,10,At Risk,high,60
C451997,417,1,378.75,3,4,3,10,Loyal,high,60
C452044,373,1,1200.32,3,4,4,11,Loyal,high,67.5
C452338,672,1,162.64,1,4,2,7,At Risk,high,37.5
C452842,527,1,300.08,2,4,2,8,At Risk,high,45
C453452,50,1,162.64,5,5,2,12,Potential,low,77.5
C455132,116,1,47.07,5,5,1,11,Potential,medium,70
C455212,570,1,300.08,2,5,2,9,At Risk,high,55
C455225,565,1,105.57,2,5,2,9,At Risk,high,55
C455955,532,1,300.08,2,5,2,9,At Risk,high,55
C456082,216,1,1200.32,4,5,4,13,Champions,high,85
C456091,471,1,20.92,3,5,1,9,Potential,high,55
C456185,347,1,9602.72,3,5,5,13,Loyal,high,85
C457066,630,1,365.94,2,5,3,10,At Risk,high,62.5
C457407,343,1,20.92,3,5,1,9,Potential,high,55
C457446,331,1,2700.72,3,5,4,12,Loyal,high,77.5
C457906,505,1,600.17,2,5,3,10,At Risk,high,62.5
C457933,717,1,1200.32,1,5,4,10,At Risk,high,62.5
C458261,45,1,143.36,5,5,2,12,Potential,low,77.5
C458428,480,1,47.07,2,5,1,8,At Risk,high,47.5
C459331,319,1,4801.28,3,5,4,12,Loyal,high,77.5
C459702,159,1,35.84,5,5,1,11,Potential,medium,70
C459873,778,1,300.08,1,5,2,8,At Risk,high,47.5
C460211,258,1,83.68,4,5,1,10,Potential,high,62.5
C460307,638,1,187.68,2,5,2,9,At Risk,high,55
C460811,164,1,60.6,4,5,1,10,Potential,medium,62.5
C460825,457,1,573.44,3,5,3,11,Loyal,high,70
C460895,181,1,7502,4,5,5,14,Champions,high,92.5
C461519,332,1,7502,3,5,5,13,Loyal,high,85
C461713,773,1,162.64,1,5,2,8,At Risk,high,47.5
C462070,494,1,35.84,2,5,1,8,At Risk,high,47.5
C463405,235,1,2700.72,4,5,4,13,Champions,high,85
C463640,526,1,9450,2,5,5,12,At Risk,high,77.5
C463928,445,1,2700.72,3,5,4,12,Loyal,high,77.5
C464199,507,1,130.75,2,5,2,9,At Risk,high,55
C465238,284,1,5.23,4,5,1,10,Potential,high,62.5
C466767,4,1,47.07,5,5,1,11,Potential,low,70
C467306,244,1,105.57,4,5,2,11,Potential,high,70
C468089,676,1,5401.53,1,5,5,11,At Risk,high,70
C468522,539,1,15004.25,2,5,5,12,At Risk,high,77.5
C470809,506,1,600.17,2,5,3,10,At Risk,high,62.5
C470976,81,1,4801.28,5,5,4,14,Champions,low,92.5
C471651,136,1,322.56,5,5,3,13,Loyal,medium,85
C472160,474,1,16800,3,5,5,13,Loyal,high,85
C472625,83,1,5.23,5,5,1,11,Potential,low,70
C473414,758,1,242.4,1,5,2,8,At Risk,high,47.5
C473844,740,1,9602.72,1,5,5,11,At Risk,high,70
C474629,576,1,322.56,2,5,3,10,At Risk,high,62.5
C474690,402,1,47.07,3,5,1,9,Potential,high,55
C475171,621,1,1200.32,2,5,4,11,At Risk,high,70
C475306,32,1,378.75,5,5,3,13,Loyal,low,85
C475407,75,1,300.08,5,5,2,12,Potential,low,77.5
C476108,256,1,7502,4,5,5,14,Champions,high,92.5
C478263,636,1,15004.25,2,5,5,12,At Risk,high,77.5
C478400,154,1,130.75,5,5,2,12,Potential,medium,77.5
C478737,361,1,15.15,3,5,1,9,Potential,high,55
C478916,339,1,7502,3,5,5,13,Loyal,high,85
C479421,132,1,46.92,5,5,1,11,Potential,medium,70
C480086,684,1,1050,1,5,3,9,At Risk,high,55
C480347,80,1,2400.68,5,5,4,14,Champions,low,92.5
C480969,217,1,600.17,4,5,3,12,Loyal,high,77.5
C481603,362,1,15004.25,3,5,5,13,Loyal,high,85
C482595,164,1,4200,4,5,4,13,Champions,medium,85
C482903,304,1,40.66,4,5,1,10,Potential,high,62.5
C482920,157,1,2700.72,5,5,4,14,Champions,medium,92.5
C483012,241,1,896,4,5,3,12,Loyal,high,77.5
C483882,213,1,9450,4,5,5,14,Champions,high,92.5
C484455,659,1,896,1,5,3,9,At Risk,high,55
C484664,382,1,46.92,3,5,1,9,Potential,high,55
C486776,198,1,47.07,4,5,1,10,Potential,high,62.5
C486938,765,1,242.4,1,5,2,8,At Risk,high,47.5
C487296,439,1,40.66,3,5,1,9,Potential,high,55
C488181,117,1,35.84,5,5,1,11,Potential,medium,70
C489248,172,1,1200.32,4,5,4,13,Champions,medium,85
C489733,427,1,896,3,5,3,11,Loyal,high,70
C490133,170,1,242.4,4,5,2,11,Potential,medium,70
C491682,522,1,26250,2,5,5,12,At Risk,high,77.5
C492754,60,1,2700.72,5,5,4,14,Champions,low,92.5
C493332,780,1,7502,1,5,5,11,At Risk,high,70
C493379,399,1,650.56,3,5,3,11,Loyal,high,70
C493727,129,1,300.08,5,5,2,12,Potential,medium,77.5
C493882,626,1,300.08,2,5,2,9,At Risk,high,55
C493908,669,1,7502,1,5,5,11,At Risk,high,70
C494183,108,1,1016.5,5,5,3,13,Loyal,medium,85
C495959,327,1,40.66,3,5,1,9,Potential,high,55
C496005,252,1,573.44,4,5,3,12,Loyal,high,77.5
C496323,160,1,187.68,5,5,2,12,Potential,medium,77.5
C496355,459,1,600.17,3,5,3,11,Loyal,high,70
C497169,110,1,15004.25,5,5,5,15,Champions,medium,100
C497260,90,1,11.73,5,5,1,11,Potential,low,70
C497813,252,1,60.6,4,5,1,10,Potential,high,62.5
C498308,3,1,2700.72,5,5,4,14,Champions,low,92.5
C498929,764,1,40.66,1,5,1,7,At Risk,high,40
C500414,303,1,2700.72,4,5,4,13,Champions,high,85
C500968,202,1,187.68,4,5,2,11,Potential,high,70
C501134,253,1,26250,4,5,5,14,Champions,high,92.5
C501135,629,1,2700.72,2,5,4,11,At Risk,high,70
C501244,495,1,1016.5,2,5,3,10,At Risk,high,62.5
C502559,272,1,365.94,4,5,3,12,Loyal,high,77.5
C502748,593,1,365.94,2,5,3,10,At Risk,high,62.5
C503636,552,1,130.75,2,5,2,9,At Risk,high,55
C503683,503,1,9602.72,2,5,5,12,At Risk,high,77.5
C504334,181,1,1200.32,4,5,4,13,Champions,high,85
C504505,731,1,2700.72,1,5,4,10,At Risk,high,62.5
C505610,702,1,896,1,5,3,9,At Risk,high,55
C505924,448,1,5.23,3,5,1,9,Potential,high,55
C506591,592,1,4801.28,2,5,4,11,At Risk,high,70
C507217,138,1,300.08,5,5,2,12,Potential,medium,77.5
C507398,216,1,5.23,4,5,1,10,Potential,high,62.5
C507476,250,1,573.44,4,5,3,12,Loyal,high,77.5
C507525,321,1,300.08,3,5,2,10,Potential,high,62.5
C507924,690,1,4801.28,1,5,4,10,At Risk,high,62.5
C509680,726,1,2700.72,1,5,4,10,At Risk,high,62.5
C509924,176,1,47.07,4,5,1,10,Potential,medium,62.5
C510431,196,1,162.64,4,5,2,11,Potential,high,70
C510560,199,1,130.75,4,5,2,11,Potential,high,70
C511001,355,1,130.75,3,5,2,10,Potential,high,62.5
C512379,640,1,60.6,2,5,1,8,At Risk,high,47.5
C512544,723,1,46.92,1,5,1,7,At Risk,high,40
C512833,195,1,5.23,4,5,1,10,Potential,high,62.5
C513747,301,1,1050,4,5,3,12,Loyal,high,77.5
C514432,622,1,378.75,2,5,3,10,At Risk,high,62.5
C514676,434,1,5401.53,3,5,5,13,Loyal,high,85
C515323,703,1,5401.53,1,5,5,11,At Risk,high,70
C515681,451,1,9602.72,3,5,5,13,Loyal,high,85
C515929,519,1,365.94,2,5,3,10,At Risk,high,62.5
C516529,315,1,293.25,3,5,2,10,Potential,high,62.5
C516648,716,1,5401.53,1,5,5,11,At Risk,high,70
C517454,481,1,1200.32,2,5,4,11,At Risk,high,70
C518141,270,1,2700.72,4,5,4,13,Champions,high,85
C518369,355,1,365.94,3,5,3,11,Loyal,high,70
C518841,237,1,35.84,4,5,1,10,Potential,high,62.5
C519095,594,1,2700.72,2,5,4,11,At Risk,high,70
C519692,656,1,378.75,1,5,3,9,At Risk,high,55
C520062,322,1,2700.72,3,5,4,12,Loyal,high,77.5
C520145,709,1,9450,1,5,5,11,At Risk,high,70
C520835,440,1,20.92,3,5,1,9,Potential,high,55
C521953,351,1,5401.53,3,5,5,13,Loyal,high,85
C522903,309,1,600.17,4,5,3,12,Loyal,high,77.5
C522925,102,1,35.84,5,5,1,11,Potential,medium,70
C522955,99,1,4801.28,5,5,4,14,Champions,medium,92.5
C523059,623,1,300.08,2,5,2,9,At Risk,high,55
C524063,711,1,136.35,1,5,2,8,At Risk,high,47.5
C524383,382,1,143.36,3,5,2,10,Potential,high,62.5
C526046,306,1,242.4,4,5,2,11,Potential,high,70
C527266,537,1,16800,2,5,5,12,At Risk,high,77.5
C527293,1,1,20.92,5,5,1,11,Potential,low,70
C527547,740,1,9450,1,5,5,11,At Risk,high,70
C528132,129,1,2700.72,5,5,4,14,Champions,medium,92.5
C528477,493,1,2700.72,2,5,4,11,At Risk,high,70
C528686,749,1,20.92,1,5,1,7,At Risk,high,40
C529445,359,1,365.94,3,5,3,11,Loyal,high,70
C529879,693,1,9602.72,1,5,5,11,At Risk,high,70
C530685,783,1,162.64,1,5,2,8,At Risk,high,47.5
C530698,72,1,7502,5,5,5,15,Champions,low,100
C530789,646,1,300.08,1,5,2,8,At Risk,high,47.5
C530876,495,1,9602.72,2,5,5,12,At Risk,high,77.5
C531521,194,1,162.64,4,5,2,11,Potential,high,70
C531727,392,1,1200.32,3,5,4,12,Loyal,high,77.5
C531826,199,1,650.56,4,5,3,12,Loyal,high,77.5
C531894,776,1,242.4,1,5,2,8,At Risk,high,47.5
C532443,362,1,1016.5,3,5,3,11,Loyal,high,70
C532503,541,1,300.08,2,5,2,9,At Risk,high,55
C532702,168,1,322.56,4,5,3,12,Loyal,medium,77.5
C534080,399,1,300.08,3,5,2,10,Potential,high,62.5
C534744,498,1,1200.32,2,5,4,11,At Risk,high,70
C534897,312,1,242.4,3,5,2,10,Potential,high,62.5
C535608,641,1,4801.28,2,5,4,11,At Risk,high,70
C535770,795,1,7502,1,5,5,11,At Risk,high,70
C536006,13,1,242.4,5,5,2,12,Potential,low,77.5
C536173,75,1,650.56,5,5,3,13,Loyal,low,85
C537147,219,1,365.94,4,5,3,12,Loyal,high,77.5
C537219,488,1,242.4,2,5,2,9,At Risk,high,55
C537585,523,1,300.08,2,5,2,9,At Risk,high,55
C537653,524,1,2700.72,2,5,4,11,At Risk,high,70
C539454,197,1,2700.72,4,5,4,13,Champions,high,85
C539871,649,1,130.75,1,5,2,8,At Risk,high,47.5
C539908,683,1,130.75,1,5,2,8,At Risk,high,47.5
C539938,445,1,2700.72,3,5,4,12,Loyal,high,77.5
C539982,776,1,20.92,1,5,1,7,At Risk,high,40
C540345,711,1,143.36,1,5,2,8,At Risk,high,47.5
C540364,686,1,7502,1,5,5,11,At Risk,high,70
C540812,730,1,1200.32,1,5,4,10,At Risk,high,62.5
C541204,507,1,573.44,2,5,3,10,At Risk,high,62.5
C541256,234,1,1200.32,4,5,4,13,Champions,high,85
C542170,717,1,896,1,5,3,9,At Risk,high,55
C542618,691,1,20.92,1,5,1,7,At Risk,high,40
C542953,464,1,4801.28,3,5,4,12,Loyal,high,77.5
C544607,300,1,2400.68,4,5,4,13,Champions,high,85
C545134,130,1,300.08,5,5,2,12,Potential,medium,77.5
C545889,449,1,1016.5,3,5,3,11,Loyal,high,70
C546302,425,1,7502,3,5,5,13,Loyal,high,85
C546873,337,1,5.23,3,5,1,9,Potential,high,55
C547040,448,1,47.07,3,5,1,9,Potential,high,55
C547805,413,1,15.15,3,5,1,9,Potential,high,55
C549303,482,1,143.36,2,5,2,9,At Risk,high,55
C550618,427,1,35.84,3,5,1,9,Potential,high,55
C550819,352,1,105.57,3,5,2,10,Potential,high,62.5
C550829,765,1,573.44,1,5,3,9,At Risk,high,55
C551975,352,1,365.94,3,5,3,11,Loyal,high,70
C552226,145,1,83.68,5,5,1,11,Potential,medium,70
C553095,476,1,20.92,3,5,1,9,Potential,high,55
